ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,PRME00000M,PRME00010M,PRME00020M,PRME00030M,PRME00040M,PRME00050M,PRME00060M,PRME00070M,PRME00080M,PRME00090M,PRME00100M,PRME00110M,PRME00120M,PRME00130M,PRME00140M,PRME00150M,PRME00160M,PRME00170M,PRME00180M,PRME00190M,PRME00200M,PRME00210M,PRME00220M,PRME00230M,PRME00240M,PRME00250M,PRME00260M,PRME00270M,PRME00280M,PRME00290M,PRME00300M,PRME00310M,PRME00320M,PRME00330M,PRME00340M,PRME00350M,PRME00360M,PRME00370M,PRME00380M,PRME00390M,PRME00400M,PRME00410M,PRME00420M,PRME00430M,PRME00440M,PRME00450M,PRME00460M,PRME00470M,PRME00480M,PRME00490M,PRME00500M,PRME00510M,PRME00520M,PRME00530M,PRME00540M,PRME00550M,PRME00560M,PRME00570M,PRME00580M,PRME00590M,PRME00600M,PRME00610M,PRME00620M,PRME00630M,PRME00640M,PRME00650M,PRME00660M,PRME00670M,PRME00680M,PRME00690M,PRME00700M,PRME00710M,PRME00720M,PRME00730M,PRME00740M,PRME00750M,PRME00760M,PRME00770M,PRME00780M,PRME00790M,PRME00800M,PRME00810M,PRME00820M,PRME00830M,PRME00840M,PRME00850M,PRME00860M,PRME00870M,PRME00880M,PRME00890M,PRME00900M,PRME00910M,PRME00920M,PRME00930M,PRME00940M,PRME00950M,PRME00960M,PRME00970M,PRME00980M,PRME00990M,PRME01000M,PRME01010M,PRME01020M,PRME01030M,PRME01040M,PRME01050M,PRME01060M,PRME01070M,PRME01080M,PRME01090M,PRME01100M,PRME01110M,PRME01120M,PRME01130M,PRME01140M,PRME01150M,PRME01160M,PRME01170M,PRME01180M,PRME01190M,PRME01200M,PRME01210M,PRME01220M,PRME01230M,PRME01240M,PRME01250M,PRME01260M,PRME01270M,PRME01280M,PRME01290M,PRME01300M,PRME01310M,PRME01320M,PRME01330M,PRME01340M,PRME01350M,PRME01360M,PRME01370M,PRME01380M,PRME01390M,PRME01400M
283,ff305427e5e95418b9255fc337a1e8dc,430002,中科软,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/27,年度报告,2019/2/27,50,http://www.neeq.com.cn/disclosure/2018/2018-03-27/1522144244_465680.pdf,,4304655454,4304655454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075414710,3308939370,,,,,,,,,,,,,,,,,,,,,,24214762.99,,,279733403.6,414526841.4,,,-10021552.55,,58021883.83,,,,,,-1288.97,,-1414619.75,,,21516572.01,249341407.9,4267316.5,,,,,,118377.11,,,,253490347.3,19996264.21,,233494083.1,,1,233494083.1,,1,,233494083.1,,-877821.49,-877821.49,,,,,-877821.49,,,,,-877821.49,,,,,232616261.6,232616261.6,,,1,0.61,,
284,ff305427e5e95418b9255fc337a1e8dc,430002,中科软,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/27,年度报告,2019/2/27,50,http://www.neeq.com.cn/disclosure/2018/2018-03-27/1522144244_465680.pdf,,3901442412,3901442412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719349300,3062177596,,,,,,,,,,,,,,,,,,,,,,22037341.29,,,281101355.1,333889055.4,,,-10479294.46,,30623247.23,,,,,,,,-24683.87,,,,182068428,22972161.44,,,,,,409458.64,,,,204631130.8,12914208.26,,191716922.5,,1,191716922.5,,1,,191716922.5,,1051262.67,1051262.67,,,,,1051262.67,,,,,1051262.67,,,,,192768185.2,192768185.2,,,1,0.5,,
66543,ff305427e5e95418b9255fc337a1e8dc,430002,中科软,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/3/27,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-03-27/1522144244_465680.pdf,,3655698712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751676556,,,,,,,,,,,,,,,,,,,,,,,20859746.17,,,266600744.3,360380254.7,,,-8973635.93,,56043994.39,,,,,,,,-1501798.31,,,19719186.96,227328441.2,1961443.86,,,,,,65991.75,,,,229223893.3,17344437.65,,211879455.7,,,211879455.7,,,,,,,,,,,,,,,,,,,,,,211879455.7,,,,1,,,
66544,ff305427e5e95418b9255fc337a1e8dc,430002,中科软,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/3/27,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-03-27/1522144244_465680.pdf,,3476948601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684637575,,,,,,,,,,,,,,,,,,,,,,,19045067.7,,,270924447.5,309306319.4,,,-9627998.44,,28191973.29,,,,,,,,-24419.07,,,,174446797,20216069.47,,,,,,409400,,,,194253466.5,10619700.28,,183633766.2,,,183633766.2,,,,,,,,,,,,,,,,,,,,,,183633766.2,,,,1,,,
138801,2791ec6ba0825c67a30496ac6ca2649e,430003,北京时代,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,47,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524772992_686229.pdf,,154845207.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113507099.1,,,,,,,,,,,,,,,,,,,,,,,914368.16,,,18150970.65,37123954.83,,,7638776.48,,6212999.38,,,,,,78172955.11,,927009.55,,,,50397003.82,2777213.5,,,,,,250000,,,,52924217.32,7786393.42,,45137823.9,,,45137823.9,,,,,,,,,,,,,,,,,,,,,,45137823.9,,,,1,,,
138802,2791ec6ba0825c67a30496ac6ca2649e,430003,北京时代,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,47,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524772992_686229.pdf,,202874201.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141942957.7,,,,,,,,,,,,,,,,,,,,,,,1041405.21,,,13514333.54,25159074.34,,,10772044.63,,944579.49,,,,,,2017.52,,-67155.34,,,,9434669.16,2527825.51,,,,,,350639.95,,,,11611854.72,1527279.68,,10084575.04,,,10084575.04,,,,,,,,,,,,,,,,,,,,,,10084575.04,,,,1,,,
57499,2791ec6ba0825c67a30496ac6ca2649e,430003,北京时代,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524772992_686229.pdf,,193863090.7,193863090.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246828612.1,144516010.2,,,,,,,,,,,,,,,,,,,,,,3841024.82,,,22642243.51,57938415.09,,,10572129.15,,7318789.28,,,,,,97049277.47,,795679.12,,,,44879435.23,3755165.89,,,,,,385536.57,,,,48249064.55,8512818.61,,39736245.94,,1,39736245.94,,1,-195271.63,39931517.57,,,,,,,,,,,,,,,,,,39736245.94,39931517.57,,-195271.63,1,0.66,0.66,
57500,2791ec6ba0825c67a30496ac6ca2649e,430003,北京时代,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524772992_686229.pdf,,235073334.3,235073334.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259133512.6,178901500,,,,,,,,,,,,,,,,,,,,,,1816265.97,,,17534635.64,48579351.11,,,13521752.42,,-1219992.57,,,,,,2017.52,,-88462.09,,,,-24146622.85,4322268.84,,,,,,3881262.94,,,,-23705616.95,3141852.54,,-26847469.49,,1,-26847469.49,,1,-91330.57,-26756138.92,,,,,,,,,,,,,,,,,,-26847469.49,-26756138.92,,-91330.57,1,-0.44,-0.44,
14917,c842b850eef858f499f2be029971f7a8,430004,绿创设备,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,47,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524646777_224268.pdf,,38656292.6,38656292.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49513598.45,32149789.6,,,,,,,,,,,,,,,,,,,,,,,,,4493706.63,5822302.05,,,1627700.73,,5420099.44,,,,,-287,615,,,,,,-10856977.85,590768.61,,,,,,,,,,-10266209.24,,,-10266209.24,,1,-10266209.24,,1,,-10266209.24,,,,,,,,,,,,,,,,,,-10266209.24,-10266209.24,,,1,-0.1,-0.1,
14918,c842b850eef858f499f2be029971f7a8,430004,绿创设备,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,47,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524646777_224268.pdf,,31031002.09,31031002.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40991656.54,28492552.36,,,,,,,,,,,,,,,,,,,,,,70427.9,,,4294158.46,6337137.46,,,1618357.97,,179022.39,,,,,-3321,615,,,,,,-9963360.45,286416.2,,,,,,15089.5,,,,-9692033.75,1192106.1,,-10884139.85,,1,-10884139.85,,1,,-10884139.85,,,,,,,,,,,,,,,,,,-10884139.85,-10884139.85,,,1,-0.11,-0.11,
120273,5edde74142b457a4a7d283d40f13ebd3,430005,原子高科,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/4,年度报告,2019/2/28,52,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827986_509040.pdf,,604194337.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235851768.1,,,,,,,,,,,,,,,,,,,,,,,8863129.82,,,185713493.2,59781866.27,,,845116.96,,4372586.65,,,,,,86041044.64,45465673.52,,,,714285.71,195521707,618470.93,,,,,,708168.59,,,,195432009.3,19310662.08,,176121347.3,,,176121347.3,,,,,,175000,,175000,175000,,,,,,,,,,,,,176296347.3,,,,1,,,
120274,5edde74142b457a4a7d283d40f13ebd3,430005,原子高科,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/4,年度报告,2019/2/28,52,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827986_509040.pdf,,510760682.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202729675.8,,,,,,,,,,,,,,,,,,,,,,,7010400.94,,,150496179.3,57954703.01,,,318004.6,,4766311.11,,,,,,71326166.6,34765794.64,,,,,158811574.2,1287631.63,,,,,,661387.73,,,,159437818.1,8371508.26,,151066309.8,,,151066309.8,,,,,,-6600,,-6600,-6600,,,,,,,,,,,,,151059709.8,,,,1,,,
42739,5edde74142b457a4a7d283d40f13ebd3,430005,原子高科,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/4,年度报告,2019/2/27,51,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827986_509040.pdf,,857259885.9,857259885.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652927789.1,308136937.4,,,,,,,,,,,,,,,,,,,,,,13180213.23,,,231536659.4,93772290.65,,,173888.48,,6127800,,,,,,45335485.59,45465673.52,,,,2021785.71,251689368.2,1514025.78,,,,,,883460.17,,,,252319933.8,36136117.94,,216183815.8,,1,216183815.8,,1,21334141.97,194849673.9,,175000,,175000,175000,,,,,,,,,,,,,216358815.8,195024673.9,,21334141.97,1,1.47,1.47,
42740,5edde74142b457a4a7d283d40f13ebd3,430005,原子高科,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/4,年度报告,2019/2/27,51,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827986_509040.pdf,,757893679,757893679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581429767,292300041.6,,,,,,,,,,,,,,,,,,,,,,10725622.77,,,181276794.9,91934979.59,,,105410.55,,5086917.66,,,,,,37096200.2,34765794.64,,,,,213560112.2,5561582.85,,,,,,985924.31,,,,218135770.8,26630462.51,,191505308.2,,1,191505308.2,,1,23358592.28,168146716,,-6600,,-6600,-6600,,,,,,,,,,,,,191498708.2,168140116,,23358592.28,1,1.27,1.27,
132697,39c4d1ef338c5ebeb7b80b2972c477e2,430009,华环电子,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/2,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654786_992463.pdf,,157717459.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102489582.2,,,,,,,,,,,,,,,,,,,,,,,1710829.47,,,33084257.38,51087687.81,,,746267.93,,1162956.39,,,,,,37226008.08,,,,,8405758.13,13067644.16,669878.03,,,,,,568001.77,,,,13169520.42,24214.52,,13145305.9,,,13145305.9,,,,,,,,,,,,,,,,,,,,,,13145305.9,,,,1,,,
132698,39c4d1ef338c5ebeb7b80b2972c477e2,430009,华环电子,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/2,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654786_992463.pdf,,181138473.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108493544,,,,,,,,,,,,,,,,,,,,,,,2026680.11,,,26159339.96,39865221.25,,,522007.95,,296673.86,,,,,,,,,,,,3775006.55,9108316.22,,,,,,82767.92,,,,12800554.85,1341716.54,,11458838.31,,,11458838.31,,,,,,,,,,,,,,,,,,,,,,11458838.31,,,,1,,,
52663,39c4d1ef338c5ebeb7b80b2972c477e2,430009,华环电子,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/2,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654786_992463.pdf,,167116055,167116055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199627576.8,109656335,,,,,,,,,,,,,,,,,,,,,,1833341.15,,,3617034.63,52598247.41,,,754820.97,,1167797.65,,,,,,38075070.46,,,,,8428970.78,13992519.36,675802.22,,,,,,575689.86,,,,14092631.72,25510.66,,14067121.06,,1,14067121.06,,1,,14067121.06,,,,,,,,,,,,,,,,,,14067121.06,14067121.06,,,1,0.13,0.13,
52664,39c4d1ef338c5ebeb7b80b2972c477e2,430009,华环电子,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/2,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654786_992463.pdf,,193974127.9,193974127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191369599.5,117735327.6,,,,,,,,,,,,,,,,,,,,,,2192396.88,,,27109718.38,43500147.01,,,529936.25,,302073.4,,,,,,,,4481.2,,,,2609009.66,9133517.43,,,,,,101220.02,,,,11641307.07,1341013.41,,10300293.66,,1,10300293.66,,1,,10300293.66,,,,,,,,,,,,,,,,,,10300293.66,10300293.66,,,1,0.1,0.13,
89013,bc4aa30e142454c8b8e399cc55423f17,430010,ST现代,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/26,年度报告,2019/2/27,55,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524731030_616945.pdf,,132713617.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110510124.4,,,,,,,,,,,,,,,,,,,,,,,1875473.18,,,24501122.59,29255392.25,,,10160357.74,,22134044.62,,,,,,10333625.9,,,,,1219068.72,-54170202.51,1166356.88,,,,,,1785891,,,,-54789736.63,823.06,,-54790559.69,,,-54790559.69,,,,,,,,,,,,,,,,,,,,,,-54790559.69,,,,1,-0.46,,
89014,bc4aa30e142454c8b8e399cc55423f17,430010,ST现代,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/26,年度报告,2019/2/27,55,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524731030_616945.pdf,,210024651.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196737265,,,,,,,,,,,,,,,,,,,,,,,1102558.15,,,36858338.94,39051716.62,,,8654526.44,,62096365.58,,,,,,-106053482.5,-106610563.7,,,,,-240529601.8,2995188.79,,,,,,1944852.04,,,,-239479265,3558.56,,-239482823.6,,,-239482823.6,,,,,,,,,,,,,,,,,,,,,,-239482823.6,,,,1,-2,,
18111,bc4aa30e142454c8b8e399cc55423f17,430010,ST现代,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/26,年度报告,2019/2/27,53,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524731030_616945.pdf,,1171600733,1171600733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246475238,953421812.5,,,,,,,,,,,,,,,,,,,,,,9246450.29,,,73534014.09,121770122.6,,,49752307.95,,38750530.97,,,,,,37820652.32,,2811044.11,,,11326345.29,-22916463.39,3445458.43,,,,,,2735038.75,,,,-22206043.71,29698496.93,,-51904540.64,,1,-51904540.64,,1,632422.04,-52536962.68,,-174895.32,-174895.32,,,,,-174895.32,,,,,-174895.32,,,,,-52079435.96,-52711858,,632422.04,1,-0.44,,
18112,bc4aa30e142454c8b8e399cc55423f17,430010,ST现代,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/26,年度报告,2019/2/27,53,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524731030_616945.pdf,,1414249646,1414249646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815223934,1228979746,,,,,,,,,,,,,,,,,,,,,,6792448.77,,,112575049.1,176708559.2,,,69053738.92,,221114392.3,,,,,,-53482506.69,-53482506.69,1252186.83,,,,-453204607.6,8804096.2,,,,,,3081318.53,,,,-447481830,-4062222.92,,-443419607.1,,1,-443419607.1,,1,-79564688.01,-363854919,,201149.02,201149.02,,,,,201149.02,,,,,201149.02,,,,,-443218458,-363653770,,-79564688.01,1,-3.03,,
146137,110afd1ee6125e53bc934202355b0c62,430011,指南针,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/2/12,年度报告,2019/2/28,55,http://www.neeq.com.cn/disclosure/2018/2018-02-12/1518421033_104011.pdf,,649331672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69149251,,,,,,,,,,,,,,,,,,,,,,,2402061,,,318173416,101622270,,,1056317,,341529,,,,,109059,11467762,,-264171,,,,167899478,1564,,,,,,,,,,167901042,25060418,,142840624,,,142840624,,,,,,,,,,,,,,,,,,,,,,142840624,,,,1,,,
146138,110afd1ee6125e53bc934202355b0c62,430011,指南针,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/2/12,年度报告,2019/2/28,55,http://www.neeq.com.cn/disclosure/2018/2018-02-12/1518421033_104011.pdf,,533603957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41649221,,,,,,,,,,,,,,,,,,,,,,,4174861,,,246025847,136124765,,,478619,,28198,,,,,-994653,18292465,,-463419,,,,121956839,964,,,,,,24422,,,,121933381,17249364,,104684017,,,104684017,,,,,,,,,,,,,,,,,,,,,,104684017,,,,1,,,
63203,110afd1ee6125e53bc934202355b0c62,430011,指南针,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/2/12,年度报告,2019/2/27,54,http://www.neeq.com.cn/disclosure/2018/2018-02-12/1518421033_104011.pdf,,669098740,669098740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520417227,77920972,,,,,,,,,,,,,,,,,,,,,,7322276,,,352008423,81515806,,,873508,,776242,,,,,15000,17891869,,-264171,,,9745708,176069919,88653,,,,,,6441,,,,176152131,22759359,,153392772,,1,153392772,,1,-1378493,154771265,,,,,,,,,,,,,,,,,,153392772,154771265,,-1378493,1,0.44,0.44,
63204,110afd1ee6125e53bc934202355b0c62,430011,指南针,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/2/12,年度报告,2019/2/27,54,http://www.neeq.com.cn/disclosure/2018/2018-02-12/1518421033_104011.pdf,,571265331,571265331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433723533,64060962,,,,,,,,,,,,,,,,,,,,,,6862649,,,276175974,86256669,,,322665,,44614,,,,,-6104,18503738,,4349027,,,,160388459,7613786,,,,,,24444,,,,167977801,24459830,,143517971,,1,143517971,,1,-1090929,144608900,,,,,,,,,,,,,,,,,,143517971,144608900,,-1090929,1,0.42,0.42,
53541,369c06397d2252e48b4514fbd15c6858,430014,恒业世纪,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/28,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-03-28/1522231528_265784.pdf,,222008943.8,222008943.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199491822.9,148107174.5,,,,,,,,,,,,,,,,,,,,,,1665367.57,,,14125705.54,28615148.14,,,1466857.75,,5511569.42,,,,,,,,,,,3655832.3,26172953.13,78674.56,,,,,,20176.13,,,,26231451.56,5427583.69,,20803867.87,,1,20803867.87,,1,666283.06,20137584.81,,,,,,,,,,,,,,,,,,20803867.87,20137584.81,,666283.06,1,0.23,0.23,
53542,369c06397d2252e48b4514fbd15c6858,430014,恒业世纪,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/28,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-03-28/1522231528_265784.pdf,,233620027.5,233620027.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222046509.4,165538747.1,,,,,,,,,,,,,,,,,,,,,,1899665.99,,,14726412.13,29647795.29,,,3403813.32,,6830075.54,,,,,,300874.73,,,,,,11874392.86,5763891.21,,,,,,354205.9,,,,17284078.17,2723197.94,,14560880.23,,1,14560880.23,,1,364887.28,14195992.95,,,,,,,,,,,,,,,,,,14560880.23,14195992.95,,364887.28,1,0.16,0.16,
38467,6f12449fab6a52ccae5a3e8a4ae39b7b,430014,恒业世纪,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/7/12,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-07-12/1531381066_142066.pdf,,222008943.8,222008943.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199491822.9,148107174.5,,,,,,,,,,,,,,,,,,,,,,1665367.57,,,14125705.54,28615148.14,,,1466857.75,,5511569.42,,,,,,,,,,,3655832.3,26172953.13,78674.56,,,,,,20176.13,,,,26231451.56,5427583.69,,20803867.87,,1,20803867.87,,1,666283.06,20137584.81,,,,,,,,,,,,,,,,,,20803867.87,20137584.81,,666283.06,1,0.23,0.23,
38468,6f12449fab6a52ccae5a3e8a4ae39b7b,430014,恒业世纪,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/7/12,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-07-12/1531381066_142066.pdf,,233620027.5,233620027.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222046509.4,165538747.1,,,,,,,,,,,,,,,,,,,,,,1899665.99,,,14726412.13,29647795.29,,,3403813.32,,6830075.54,,,,,,300874.73,,,,,,11874392.86,5763891.21,,,,,,354205.9,,,,17284078.17,2723197.94,,14560880.23,,1,14560880.23,,1,364887.28,14195992.95,,,,,,,,,,,,,,,,,,14560880.23,14195992.95,,364887.28,1,0.16,0.16,
114779,6f12449fab6a52ccae5a3e8a4ae39b7b,430014,恒业世纪,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/7/12,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-07-12/1531381066_142066.pdf,,218728788.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167087291.3,,,,,,,,,,,,,,,,,,,,,,,1326059.14,,,11491330.62,18687562.47,,,1496159.58,,4770053.75,,,,,,,,,,,2587710.14,16458041.76,9000,,,,,,16153.54,,,,16450888.22,2616466.01,,13834422.21,,,13834422.21,,,,,,,,,,,,,,,,,,,,,,13834422.21,,,,1,,,
114780,6f12449fab6a52ccae5a3e8a4ae39b7b,430014,恒业世纪,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/7/12,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-07-12/1531381066_142066.pdf,,233533463.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182326043.1,,,,,,,,,,,,,,,,,,,,,,,1698070,,,13148845.74,21106504.94,,,3415944.03,,6441750.17,,,,,,300874.73,,,,,,5697180.05,4305452.11,,,,,,354205.9,,,,9648426.26,1508885.1,,8139541.16,,,8139541.16,,,,,,,,,,,,,,,,,,,,,,8139541.16,,,,1,,,
133775,369c06397d2252e48b4514fbd15c6858,430014,恒业世纪,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/3/28,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-03-28/1522231528_265784.pdf,,218728788.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167087291.3,,,,,,,,,,,,,,,,,,,,,,,1326059.14,,,11491330.62,18687562.47,,,1496159.58,,4770053.75,,,,,,,,,,,2587710.14,16458041.76,9000,,,,,,16153.54,,,,16450888.22,2616466.01,,13834422.21,,,13834422.21,,,,,,,,,,,,,,,,,,,,,,13834422.21,,,,1,,,
133776,369c06397d2252e48b4514fbd15c6858,430014,恒业世纪,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/3/28,年度报告,2019/2/28,48,http://www.neeq.com.cn/disclosure/2018/2018-03-28/1522231528_265784.pdf,,233533463.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182326043.1,,,,,,,,,,,,,,,,,,,,,,,1698070,,,13148845.74,21106504.94,,,3415944.03,,6441750.17,,,,,,300874.73,,,,,,5697180.05,4305452.11,,,,,,354205.9,,,,9648426.26,1508885.1,,8139541.16,,,8139541.16,,,,,,,,,,,,,,,,,,,,,,8139541.16,,,,1,,,
38685,6e33adf2f4fe5ddfa7392c6cfa7b7e5f,430015,盖特佳,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524818295_989015.pdf,,18185282.14,18185282.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18956013.41,11024047.95,,,,,,,,,,,,,,,,,,,,,,54875.42,,,294797.36,6838797.63,,,12756.77,,730738.28,,,,,,,,,,,,-770731.27,7520.64,,,,,,9515.05,,,,-772725.68,87130.6,,-859856.28,,1,-859856.28,,1,37218.98,-897075.26,,,,,,,,,,,,,,,,,,-859856.28,-897075.26,,37218.98,1,-0.02,-0.02,
