ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,PRME00000M,PRME00010M,PRME00020M,PRME00030M,PRME00040M,PRME00050M,PRME00060M,PRME00070M,PRME00080M,PRME00090M,PRME00100M,PRME00110M,PRME00120M,PRME00130M,PRME00140M,PRME00150M,PRME00160M,PRME00170M,PRME00180M,PRME00190M,PRME00200M,PRME00210M,PRME00220M,PRME00230M,PRME00240M,PRME00250M,PRME00260M,PRME00270M,PRME00280M,PRME00290M,PRME00300M,PRME00310M,PRME00320M,PRME00330M,PRME00340M,PRME00350M,PRME00360M,PRME00370M,PRME00380M,PRME00390M,PRME00400M,PRME00410M,PRME00420M,PRME00430M,PRME00440M,PRME00450M,PRME00460M,PRME00470M,PRME00480M,PRME00490M,PRME00500M,PRME00510M,PRME00520M,PRME00530M,PRME00540M,PRME00550M,PRME00560M,PRME00570M,PRME00580M,PRME00590M,PRME00600M,PRME00610M,PRME00620M,PRME00630M,PRME00640M,PRME00650M,PRME00660M,PRME00670M,PRME00680M,PRME00690M,PRME00700M,PRME00710M,PRME00720M,PRME00730M,PRME00740M,PRME00750M,PRME00760M,PRME00770M,PRME00780M,PRME00790M,PRME00800M,PRME00810M,PRME00820M,PRME00830M,PRME00840M,PRME00850M,PRME00860M,PRME00870M,PRME00880M,PRME00890M,PRME00900M,PRME00910M,PRME00920M,PRME00930M,PRME00940M,PRME00950M,PRME00960M,PRME00970M,PRME00980M,PRME00990M,PRME01000M,PRME01010M,PRME01020M,PRME01030M,PRME01040M,PRME01050M,PRME01060M,PRME01070M,PRME01080M,PRME01090M,PRME01100M,PRME01110M,PRME01120M,PRME01130M,PRME01140M,PRME01150M,PRME01160M,PRME01170M,PRME01180M,PRME01190M,PRME01200M,PRME01210M,PRME01220M,PRME01230M,PRME01240M,PRME01250M,PRME01260M,PRME01270M,PRME01280M,PRME01290M,PRME01300M,PRME01310M,PRME01320M,PRME01330M,PRME01340M,PRME01350M,PRME01360M,PRME01370M,PRME01380M,PRME01390M,PRME01400M
102484,944bba681432580f942e346b63e59e09,430137,润天股份,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/18,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-18/1524040913_729080.pdf,,339161829.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283603358.2,,,,,,,,,,,,,,,,,,,,,,,1351974.7,,,6346340.27,32130060.37,,,3979513.87,,2604536.65,,,,,,31228.69,,,,,,9177274.29,1509336.97,,,,,,26474.66,,,,10660136.6,557091.76,,10103044.84,,,10103044.84,,,,,,,,,,,,,,,,,,,,,,10103044.84,,,,1,,,
102273,94f79ad019fa59b88e0d81f104a59b19,430138,国电武仪,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/4,年度报告,2019/2/28,49,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827351_828436.pdf,,45327708.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35022555.55,,,,,,,,,,,,,,,,,,,,,,,274610.97,,,2801127.65,7801829.86,,,-117278.19,,497536.69,,,,,,11362153.03,,,,,657800,11067278.51,1551.67,,,,,,13600,,,,11055230.18,-34732.07,,11089962.25,,,11089962.25,,,,,,,,,,,,,,,,,,,,,,11089962.25,,,,1,0.35,0.35,
102274,94f79ad019fa59b88e0d81f104a59b19,430138,国电武仪,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/4,年度报告,2019/2/28,49,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827351_828436.pdf,,47639159.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36966910.6,,,,,,,,,,,,,,,,,,,,,,,234867.89,,,2517591.53,6853326.1,,,-71615.59,,-33897.79,,,,,,7491267.93,,,,,,8663244.95,369413.2,,,,,,18050.41,,,,9014607.74,14769.2,,8999838.54,,,8999838.54,,,,,,,,,,,,,,,,,,,,,,8999838.54,,,,1,0.28,0.28,
28555,94f79ad019fa59b88e0d81f104a59b19,430138,国电武仪,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/4,年度报告,2019/2/27,47,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827351_828436.pdf,,45534829.17,45534829.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649061.96,17842043.92,,,,,,,,,,,,,,,,,,,,,,610413.63,,,3362896.45,14455944.14,,,-120829.15,,498592.97,,,,,,2178975.86,,,,,3109308.89,14174051.96,9024.39,,,,,,13600,,,,14169476.35,1194352.66,,12975123.69,,1,12975123.69,,1,,12975123.69,,,,,,,,,,,,,,,,,,12975123.69,12975123.69,,,1,0.41,0.41,
28556,94f79ad019fa59b88e0d81f104a59b19,430138,国电武仪,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/4,年度报告,2019/2/27,47,http://www.neeq.com.cn/disclosure/2018/2018-04-04/1522827351_828436.pdf,,47623377.63,47623377.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39031873.83,22426965.92,,,,,,,,,,,,,,,,,,,,,,562963.94,,,2923832.01,13223012.08,,,-70982.47,,-33917.65,,,,,,1366656.15,,,,,,9958159.95,1912274.17,,,,,,18486.98,,,,11851947.14,81530.45,,11770416.69,,1,11770416.69,,1,,11770416.69,,,,,,,,,,,,,,,,,,11770416.69,11770416.69,,,1,0.37,0.37,
15759,c4ebbec4fdd958de82d05b2fb0eeb668,430139,华岭股份,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/19,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-19/1524127249_390368.pdf,,126037180.3,126037180.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132783221.1,54002293.55,,,,,,,,,,,,,,,,,,,,,,48723.1,,,4139044.39,77658993.39,,,-3152005.13,,86171.77,,,,,,,,1061414.51,,,45129766.73,39445140.45,,,,,,,,,,,39445140.45,5723160.18,,33721980.27,,1,33721980.27,,1,,33721980.27,,,,,,,,,,,,,,,,,,33721980.27,33721980.27,,,1,0.18,0.18,
15760,c4ebbec4fdd958de82d05b2fb0eeb668,430139,华岭股份,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/19,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-19/1524127249_390368.pdf,,121725040.2,121725040.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126689930.9,60188118.08,,,,,,,,,,,,,,,,,,,,,,,,,4605191.47,65810326.55,,,-4036303.54,,122598.3,,,,,,,,-48577.53,,,,-5013468.17,74189735.37,,,,,,,,,,69176267.2,9920975.01,,59255292.19,,1,59255292.19,,1,,59255292.19,,,,,,,,,,,,,,,,,,59255292.19,59255292.19,,,1,0.31,0.31,
133961,3607a2feac0559199e47ae5807f192ef,430140,新眼光,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/18,年度报告,2019/2/28,51,http://www.neeq.com.cn/disclosure/2018/2018-04-18/1524039094_491883.pdf,,215818653.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154061929.1,,,,,,,,,,,,,,,,,,,,,,,1072705.83,,,11681983.8,20639518.99,,,1233290.54,,324091.7,,,,,,,,-133441.58,,,6465015.49,33136707.73,1218454.95,,,,,,130000,,,,34225162.68,4381470.74,,29843691.94,,,29843691.94,,,,,,,,,,,,,,,,,,,,,,29843691.94,,,,1,0.18,0.18,
133962,3607a2feac0559199e47ae5807f192ef,430140,新眼光,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/18,年度报告,2019/2/28,51,http://www.neeq.com.cn/disclosure/2018/2018-04-18/1524039094_491883.pdf,,187752706.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121721916,,,,,,,,,,,,,,,,,,,,,,,1127032.65,,,5834371.75,22448948.44,,,-1231672.26,,76051.69,,,,,,,,-27399.35,,,,37748659.2,9709904.8,,,,,,108582.1,,,,47349981.9,6284304.19,,41065677.71,,,41065677.71,,,,,,,,,,,,,,,,,,,,,,41065677.71,,,,1,0.25,0.25,
132231,3b17a891efa35d7fbe73858c4395e48c,430140,新眼光,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/5/14,年度报告,2019/2/28,51,http://www.neeq.com.cn/disclosure/2018/2018-05-14/1526290924_595989.pdf,,215818653.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154061929.1,,,,,,,,,,,,,,,,,,,,,,,1072705.83,,,11681983.8,20639518.99,,,1233290.54,,324091.7,,,,,,,,-133441.58,,,6465015.49,33136707.73,1218454.95,,,,,,130000,,,,34225162.68,4381470.74,,29843691.94,,,29843691.94,,,,,,,,,,,,,,,,,,,,,,29843691.94,,,,1,0.18,0.18,
132232,3b17a891efa35d7fbe73858c4395e48c,430140,新眼光,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/5/14,年度报告,2019/2/28,51,http://www.neeq.com.cn/disclosure/2018/2018-05-14/1526290924_595989.pdf,,187752706.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121721916,,,,,,,,,,,,,,,,,,,,,,,1127032.65,,,5834371.75,22448948.44,,,-1231672.26,,76051.69,,,,,,,,-27399.35,,,,37748659.2,9709904.8,,,,,,108582.1,,,,47349981.9,6284304.19,,41065677.71,,,41065677.71,,,,,,,,,,,,,,,,,,,,,,41065677.71,,,,1,0.25,0.25,
115819,6bd64b16761956ff98c21b7f5e504474,430141,久日新材,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/25,年度报告,2019/2/28,59,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524662674_270150.pdf,,342507550.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293818158.6,,,,,,,,,,,,,,,,,,,,,,,358279.09,,,7961360.78,25430225.14,,,10874909.58,,2354120.17,,,,,,95000000,,,,,3786526,100497023.5,134846.84,,,,,,487361.19,,,,100144509.1,284930.46,,99859578.65,,,99859578.65,,,,,,,,,,,,,,,,,,,,,,99859578.65,,,,1,,,
115820,6bd64b16761956ff98c21b7f5e504474,430141,久日新材,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/25,年度报告,2019/2/28,59,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524662674_270150.pdf,,336124560.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284634578.5,,,,,,,,,,,,,,,,,,,,,,,1355813.41,,,6796071.79,23680475.19,,,5511108.93,,-461287.18,,,,,,,,,,,,14607799.92,4366574.46,,,,,,1361000,,,,17613374.38,2218733.83,,15394640.55,,,15394640.55,,,,,,,,,,,,,,,,,,,,,,15394640.55,,,,1,,,
39329,6bd64b16761956ff98c21b7f5e504474,430141,久日新材,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524662674_270150.pdf,,742857884.2,742857884.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689559491.5,564642121.6,,,,,,,,,,,,,,,,,,,,,,6808600.18,,,24620014.69,67648301.46,,,18741036.98,,7099416.61,,,,,,,,,,,11961692.63,65260085.39,389553.63,,,,,,988857.57,,,,64660781.45,11479346.9,,53181434.55,,1,53181434.55,,1,,53181434.55,,,,,,,,,,,,,,,,,,53181434.55,53181434.55,,,1,0.67,0.67,
39330,6bd64b16761956ff98c21b7f5e504474,430141,久日新材,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524662674_270150.pdf,,642138042.6,642138042.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596941293.8,497543738.3,,,,,,,,,,,,,,,,,,,,,,5057876.94,,,22246165.98,58907802.63,,,6385500.53,,6800209.44,,,,,,,,,,,,45196748.75,6159549.1,,,,,,1909918.82,,,,49446379.03,7872765.2,,41573613.83,,1,41573613.83,,1,,41573613.83,,,,,,,,,,,,,,,,,,41573613.83,41573613.83,,,1,0.53,0.53,
2763,f5fd5b8a421156afbba17a8da2aa8031,430142,锐新昌,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/19,年度报告,2019/2/27,50,http://www.neeq.com.cn/disclosure/2018/2018-03-19/1521450284_605865.pdf,,299395003.2,299395003.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245143415.4,198583781.2,,,,,,,,,,,,,,,,,,,,,,3026904.18,,,5673464.17,34961962.69,,,2780981.02,,116322.13,,,,,,505216.71,,147023.76,,,258202.57,55162030.79,151524.2,,,,,,20799.81,,,,55292755.18,8236105.64,,47056649.54,,1,47056649.54,,1,,47056649.54,,,,,,,,,,,,,,,,,,47056649.54,47056649.54,,,1,0.57,0.57,
2764,f5fd5b8a421156afbba17a8da2aa8031,430142,锐新昌,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/19,年度报告,2019/2/27,50,http://www.neeq.com.cn/disclosure/2018/2018-03-19/1521450284_605865.pdf,,260049804.9,260049804.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206373615.6,166428555.1,,,,,,,,,,,,,,,,,,,,,,2534303.62,,,4742592.38,32292413.62,,,-701244.84,,1076995.74,,,,,,274713.1,,82392.57,,,,54033294.9,795857.19,,,,,,,,,,54829152.09,8308169.73,,46520982.36,,1,46520982.36,,1,,46520982.36,,,,,,,,,,,,,,,,,,46520982.36,46520982.36,,,1,0.59,0.59,
69629,f5fd5b8a421156afbba17a8da2aa8031,430142,锐新昌,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/3/19,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-03-19/1521450284_605865.pdf,,307106610.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206057236,,,,,,,,,,,,,,,,,,,,,,,2832289.3,,,5567459.98,33917512.3,,,2782845.44,,24935.83,,,,,,461518.21,,147023.76,,,370607.36,56903481.36,151524.2,,,,,,20799.81,,,,57034205.75,8649806.87,,48384398.88,,,48384398.88,,,,,,,,,,,,,,,,,,,,,,48384398.88,,,,1,,,
69630,f5fd5b8a421156afbba17a8da2aa8031,430142,锐新昌,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/3/19,年度报告,2019/2/27,52,http://www.neeq.com.cn/disclosure/2018/2018-03-19/1521450284_605865.pdf,,260049804.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166428555.1,,,,,,,,,,,,,,,,,,,,,,,2534303.62,,,4742592.38,32291608.62,,,-701244.84,,1076995.74,,,,,,274713.1,,82392.57,,,,54034099.9,795857.19,,,,,,,,,,54829957.09,8308169.73,,46521787.36,,,46521787.36,,,,,,,,,,,,,,,,,,,,,,46521787.36,,,,1,,,
34441,7ed1190f86745966a5602f03ffa19ec1,430143,武大科技,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/3/29,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-03-29/1522319370_284000.pdf,,125836858.5,125836858.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144841774,106866791.9,,,,,,,,,,,,,,,,,,,,,,1618762.71,,,7069953.56,23073814.57,,,3604054.89,,2608396.39,,,,,,,,,,,1296799.96,-17708115.56,22055.91,,,,,,826399.13,,,,-18512458.78,603947.56,,-19116406.34,,1,-19116406.34,,1,57676.91,-19174083.25,,,,,,,,,,,,,,,,,,-19116406.34,-19174083.25,,57676.91,1,-0.19,-0.19,
34442,7ed1190f86745966a5602f03ffa19ec1,430143,武大科技,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/3/29,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-03-29/1522319370_284000.pdf,,125854227.9,125854227.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150728106.7,110871316.9,,,,,,,,,,,,,,,,,,,,,,1551674.26,,,7783168.8,24925454.01,,,3159102.74,,2437390.02,,,,,,,,,,,,-24873878.79,821255.64,,,,,,1846854.12,,,,-25899477.27,-193379.74,,-25706097.53,,1,-25706097.53,,1,-203812.14,-25502285.39,,,,,,,,,,,,,,,,,,-25706097.53,-25502285.39,,-203812.14,1,-0.26,-0.26,
109553,7ed1190f86745966a5602f03ffa19ec1,430143,武大科技,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/3/29,年度报告,2019/2/28,44,http://www.neeq.com.cn/disclosure/2018/2018-03-29/1522319370_284000.pdf,,74968540.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65952913.89,,,,,,,,,,,,,,,,,,,,,,,1151655.21,,,3420903.12,17726121.91,,,3654132.49,,2235521.13,,,,,,,,,,,742300,-18430407.29,,,,,,,822291.92,,,,-19252699.21,824988.83,,-20077688.04,,,-20077688.04,,,,,,,,,,,,,,,,,,,,,,-20077688.04,,,,1,,,
109554,7ed1190f86745966a5602f03ffa19ec1,430143,武大科技,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/3/29,年度报告,2019/2/28,44,http://www.neeq.com.cn/disclosure/2018/2018-03-29/1522319370_284000.pdf,,92482622.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83965104.18,,,,,,,,,,,,,,,,,,,,,,,1184397.76,,,4975226.86,19896078.2,,,3290895.49,,-150448.82,,,,,,,,,,,,-20678631.06,238824,,,,,,1846854.12,,,,-22286661.18,22567.33,,-22309228.51,,,-22309228.51,,,,,,,,,,,,,,,,,,,,,,-22309228.51,,,,1,,,
2335,f77d5c29f5545533878b54ebb89e786f,430144,煦联得,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524469175_089729.pdf,,19127826.38,19127826.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21559833.41,13545231.66,,,,,,,,,,,,,,,,,,,,,,15354.78,,,1702931.53,6291020.01,,,-60200.94,,65496.37,,,,,,-29247.88,,-441029.24,,,118867.92,-2783416.23,3350.19,,,,,,239560,,,,-3019626.04,-646323.34,,-2373302.7,,1,-2373302.7,,1,,-2373302.7,,,,,,,,,,,,,,,,,,-2373302.7,-2373302.7,,,1,-0.03,-0.03,
2336,f77d5c29f5545533878b54ebb89e786f,430144,煦联得,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524469175_089729.pdf,,15137665.33,15137665.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18480427.87,11741845.13,,,,,,,,,,,,,,,,,,,,,,8592.73,,,1373155.58,5165994.62,,,159056.26,,31783.55,,,,,,,,-183699.85,,,,-3526462.39,588268.03,,,,,,,,,,-2938194.36,-23631.06,,-2914563.3,,1,-2914563.3,,1,-29247.88,-2885315.42,,,,,,,,,,,,,,,,,,-2914563.3,-2885315.42,,-29247.88,1,-0.04,-0.04,
135429,31de578d5488561b82ec57883bd7bb22,430145,智立医学,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/17,年度报告,2019/2/28,45,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523958111_455144.pdf,,13694838.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7984393.59,,,,,,,,,,,,,,,,,,,,,,,83662.84,,,1725286.9,3502582.68,,,-7235.09,,-51408.71,,,,,,4778998.99,,,,,176245.8,5412800.6,0.02,,,,,,22825.49,,,,5389975.13,954477.21,,4435497.92,,,4435497.92,,,,,,,,,,,,,,,,,,,,,,4435497.92,,,,1,,,
135430,31de578d5488561b82ec57883bd7bb22,430145,智立医学,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/17,年度报告,2019/2/28,45,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523958111_455144.pdf,,5980827.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789674.41,,,,,,,,,,,,,,,,,,,,,,,49343.56,,,904119.29,4834262.41,,,4905,,64235.28,,,,,,3494506.75,,,,,,828793.88,617970.28,,,,,,923.2,,,,1445840.96,207544.16,,1238296.8,,,1238296.8,,,,,,,,,,,,,,,,,,,,,,1238296.8,,,,1,,,
54847,31de578d5488561b82ec57883bd7bb22,430145,智立医学,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/17,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523958111_455144.pdf,,15576402.13,15576402.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16079257.65,8668373.34,,,,,,,,,,,,,,,,,,,,,,92581.54,,,2366656.82,4984526.77,,,-8114.45,,-24766.37,,,,,,4778998.99,,,,,176245.8,4452389.27,0.02,,,,,,24986.54,,,,4427402.75,954641.75,,3472761,,1,3472761,,1,,3472761,,-797300.47,-797300.47,,,,,-797300.47,,,,,-797300.47,,,,,2675460.53,2675460.53,,,1,0.11,0.11,
54848,31de578d5488561b82ec57883bd7bb22,430145,智立医学,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/17,年度报告,2019/2/27,43,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523958111_455144.pdf,,7433775.88,7433775.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10462151.92,3451133.26,,,,,,,,,,,,,,,,,,,,,,65890.06,,,1307014.54,5536999.62,,,1045.19,,100069.25,,,,,,3494506.75,,,,,,466130.71,617970.28,,,,,,2023.2,,,,1082077.79,208152.73,,873925.06,,1,873925.06,,1,,873925.06,,658761.34,658761.34,,,,,658761.34,,,,,658761.34,,,,,1532686.4,1532686.4,,,1,0.03,0.03,
43031,5de912b7de065a27af96501776885334,430146,ST亚泰,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/24,年度报告,2019/2/27,53,http://www.neeq.com.cn/disclosure/2018/2018-04-24/1524563946_159059.pdf,,24246543.76,24246543.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21595606.84,13663658.34,,,,,,,,,,,,,,,,,,,,,,259820.24,,,50449.92,7228907.58,,,162970.92,,229799.84,,,,,,,,,,,,2650936.92,66008.41,,,,,,153074.69,,,,2563870.64,-36952.75,,2600823.39,,1,2600823.39,,1,,2600823.39,,,,,,,,,,,,,,,,,,2600823.39,2600823.39,,,1,0.1,0.1,
43032,5de912b7de065a27af96501776885334,430146,ST亚泰,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/24,年度报告,2019/2/27,53,http://www.neeq.com.cn/disclosure/2018/2018-04-24/1524563946_159059.pdf,,21280955.95,21280955.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28649011.59,15543204.39,,,,,,,,,,,,,,,,,,,,,,175457.01,,,266313.35,11644786.54,,,1221538.83,,-202288.53,,,,,,,,,,,,-7368055.64,21202.07,,,,,,41892.06,,,,-7388745.63,30343.28,,-7419088.91,,1,-7419088.91,,1,,-7419088.91,,,,,,,,,,,,,,,,,,-7419088.91,-7419088.91,,,1,-0.29,-0.29,
120655,5de912b7de065a27af96501776885334,430146,ST亚泰,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/24,年度报告,2019/2/28,54,http://www.neeq.com.cn/disclosure/2018/2018-04-24/1524563946_159059.pdf,,24473783.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13617243.25,,,,,,,,,,,,,,,,,,,,,,,256325.1,,,50449.92,7142769.59,,,161760.88,,219972.1,,,,,,,,,,,,3025262.33,66008.41,,,,,,153054.42,,,,2938216.32,-34495.81,,2972712.13,,,2972712.13,,,,,,,,,,,,,,,,,,,,,,2972712.13,,,,1,,,
120656,5de912b7de065a27af96501776885334,430146,ST亚泰,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/24,年度报告,2019/2/28,54,http://www.neeq.com.cn/disclosure/2018/2018-04-24/1524563946_159059.pdf,,20619373.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15412200.97,,,,,,,,,,,,,,,,,,,,,,,175217,,,266313.35,11450151.51,,,1220209.33,,-202288.53,,,,,,,,,,,,-7702430.34,16090.53,,,,,,41820,,,,-7728159.81,30343.28,,-7758503.09,,,-7758503.09,,,,,,,,,,,,,,,,,,,,,,-7758503.09,,,,1,,,
58217,24c5b7fcfcc755cd861ae5215fe80666,430147,中矿龙科,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/20,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524221014_850684.pdf,,41922333.35,41922333.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67331080.43,30188323.28,,,,,,,,,,,,,,,,,,,,,,552520.98,,,7178699.26,23095200.88,,,4825256.66,,1491079.37,,,,,,-145103.56,,,,,,-25553850.64,371125.88,,,,,,1991425.83,,,,-27174150.59,4427362.39,,-31601512.98,,1,-31601512.98,,1,,-31601512.98,,,,,,,,,,,,,,,,,,-31601512.98,-31601512.98,,,1,-0.57,-0.57,
58218,24c5b7fcfcc755cd861ae5215fe80666,430147,中矿龙科,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/20,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524221014_850684.pdf,,86356528.35,86356528.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78965947.02,44555981.45,,,,,,,,,,,,,,,,,,,,,,804347.47,,,5199046.48,15400139.83,,,4581653.43,,8424778.36,,,,,,38056,,,,,,7428637.33,184994.85,,,,,,,,,,7613632.18,405673.6,,7207958.58,,1,7207958.58,,1,,7207958.58,,,,,,,,,,,,,,,,,,7207958.58,7207958.58,,,1,0.15,0.15,
139723,24c5b7fcfcc755cd861ae5215fe80666,430147,中矿龙科,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/20,年度报告,2019/2/28,46,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524221014_850684.pdf,,13375655.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426520.28,,,,,,,,,,,,,,,,,,,,,,,353445.98,,,7178699.26,21638769.73,,,4251326.38,,59356.8,,,,,,-830640,,,,,,-25363103.32,361125.88,,,,,,1991425.83,,,,-26993403.27,4855892.02,,-31849295.29,,,-31849295.29,,,,,,,,,,,,,,,,,,,,,,-31849295.29,,,,1,-0.57,-0.57,
