CODE,NAME,CLASS_1,TYPE_1,CLASS_2,TYPE_2,CLASS_3,TYPE_3
835393,艾美森,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835394,赛普特,G,交通运输、仓储和邮政业,54,道路运输业,543,道路货物运输
835395,世纪微熵,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835398,智恒科技,A,农、林、牧、渔业,5,农、林、牧、渔服务业,51,农业服务业
835401,ST量邦,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
835405,今晚网络,G,交通运输、仓储和邮政业,58,装卸搬运和运输代理业,582,运输代理业
835409,格润牧业,C,制造业,13,农副食品加工业,134,制糖业
835410,百通能源,F,批发和零售业,51,批发业,519,其他批发业
835411,广尔纳,K,房地产业,70,房地产业,702,物业管理
835412,紫丁香,M,科学研究和技术服务业,73,研究和试验发展,734,医学研究和试验发展
835414,腾信软创,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
835415,德善药业,C,制造业,33,金属制品业,331,结构性金属制品制造
835416,国友股份,C,制造业,35,专用设备制造业,357,农、林、牧、渔专用机械制造
835417,榕兴医疗,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835418,连城数控,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
835419,卓诚惠生,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业
835421,东江菲特,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
835423,瀚联医疗,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835425,三扬轴业,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835426,虹博基因,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
835427,联帮医疗,C,制造业,22,造纸和纸制品业,222,造纸
835428,华福环境,C,制造业,33,金属制品业,337,搪瓷制品制造
835429,丰年科技,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
835430,常乐铜业,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发
835431,ST大凌实,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835432,延华生物,K,房地产业,70,房地产业,703,房地产中介服务
835434,爱玩网络,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835435,中冷物流,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835437,中彩股份,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835438,禄智科技,C,制造业,30,非金属矿物制品业,305,玻璃制品制造
835439,日德精密,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
835440,荣恩集团,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835441,道拓医药,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
835442,百事宝,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
835443,铂澜商业,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
835445,万家天能,C,制造业,33,金属制品业,338,金属制日用品制造
835446,西江物流,C,制造业,30,非金属矿物制品业,306,玻璃纤维和玻璃纤维增强塑料制品制造
835447,国泰人防,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835448,泰通农业,C,制造业,33,金属制品业,339,其他金属制品制造
835450,杭摩集团,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835451,意天物联,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
835452,佰惠生,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835453,唐年股份,N,水利、环境和公共设施管理业,78,公共设施管理业,785,公园和游览景区管理
835454,润丰物业,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,864,电影和影视节目发行
835457,鼎泰药研,M,科学研究和技术服务业,74,专业技术服务业,745,质检技术服务
835460,龙威新材,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
835461,海德科技,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835462,艾瑞德,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
835463,锐捷安全,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835469,翔川股份,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
835471,哟哈股份,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835473,绿联软件,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业
835474,保奇影视,P,教育,82,教育,821,学前教育
835475,中科水生,C,制造业,34,通用设备制造业,349,其他通用设备制造业
835476,中通网络,N,水利、环境和公共设施管理业,78,公共设施管理业,783,城乡市容管理
835478,凯丰新材,L,租赁和商务服务业,72,商务服务业,724,广告业
835479,美邦环境,F,批发和零售业,51,批发业,512,食品、饮料及烟草制品批发
835483,金源电气,E,建筑业,47,房屋建筑业,470,房屋建筑业
835486,贝贝依依,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835487,非凡传媒,C,制造业,33,金属制品业,331,结构性金属制品制造
835488,智联股份,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835489,亿同科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835490,江苏海天,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
835491,史密富,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835492,戈碧迦,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
835494,中机科技,C,制造业,18,纺织服装、服饰业,181,机织服装制造
835495,慧典云医,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
835496,百隆股份,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发
835498,恒玖时利,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835499,博海新材,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
835500,钢泓科技,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
835501,汇尔杰,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835503,微卓科技,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造
835504,秦汉精工,C,制造业,32,有色金属冶炼和压延加工业,326,有色金属压延加工
835505,隆源环境,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835506,走客股份,C,制造业,27,医药制造业,272,化学药品制剂制造
835508,元一传媒,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835509,火焰山,C,制造业,27,医药制造业,272,化学药品制剂制造
835510,威克传媒,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
835511,建科集团,C,制造业,17,纺织业,171,棉纺织及印染精加工
835512,尊宝智控,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,374,航空、航天器及设备制造
835513,瑞霖环保,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,441,电力生产
835514,牛帆数据,K,房地产业,70,房地产业,702,物业管理
835517,迈思汇智,C,制造业,17,纺织业,178,非家用纺织制成品制造
835518,龙友科技,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造
835519,呈天网络,C,制造业,17,纺织业,172,毛纺织及染整精加工
835521,彦林科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835525,蓝色未来,E,建筑业,49,建筑安装业,491,电气安装
835526,伏斯特,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
835527,金科资源,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
835528,灏景传媒,C,制造业,32,有色金属冶炼和压延加工业,326,有色金属压延加工
835530,ST民生冷,M,科学研究和技术服务业,74,专业技术服务业,745,质检技术服务
835532,中大股份,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835533,国安达,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
835534,协诚股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835536,唯优传媒,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
835538,软素科技,C,制造业,13,农副食品加工业,135,屠宰及肉类加工
835539,易司拓,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835540,手乐电商,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
835541,铸金股份,C,制造业,27,医药制造业,276,生物药品制造
835542,ST哥仑步,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835544,视野股份,C,制造业,38,电气机械和器材制造业,381,电机制造
835545,德林荣泽,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
835546,因尚网络,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
835548,智玩网络,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
835549,百丞税务,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业
835553,威达环保,F,批发和零售业,51,批发业,515,医药及医疗器材批发
835554,山东力凯,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
835555,森阳科技,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
835556,光音网络,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835558,星博生物,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,373,船舶及相关装置制造
835563,殷图网联,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
835564,林恒制药,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发
835565,杰尔科技,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835566,威达集团,C,制造业,13,农副食品加工业,139,其他农副食品加工
835567,华翼蓝天,D,电力、热力、燃气及水生产和供应业,45,燃气生产和供应业,450,燃气生产和供应业
835568,金太阳,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835570,雅荷科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835571,宏祥新材,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,641,互联网接入及相关服务
835572,绿萌健康,C,制造业,27,医药制造业,276,生物药品制造
835574,ST天佐,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
835578,东晨联创,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
835579,云巢股份,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835581,凌韩股份,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
835582,君宇科技,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造
835584,亨得股份,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
835586,逸德汽车,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
835587,思尔特,C,制造业,41,其他制造业,419,其他未列明制造业
835590,国信股份,C,制造业,18,纺织服装、服饰业,181,机织服装制造
835591,七洲科技,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
835593,正通电子,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
835595,额尔敦,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
835596,中宇万通,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835597,旭辉股份,C,制造业,18,纺织服装、服饰业,182,针织或钩针编织服装制造
835598,康美生物,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业
835599,广翰环保,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835600,万盛智能,F,批发和零售业,51,批发业,515,医药及医疗器材批发
835601,奥捷科技,C,制造业,13,农副食品加工业,139,其他农副食品加工
835602,高拓新材,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
835605,巅峰科技,C,制造业,27,医药制造业,275,兽用药品制造
835606,兴润金控,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835608,瑞兴医药,L,租赁和商务服务业,72,商务服务业,724,广告业
835609,艾洛维,C,制造业,17,纺织业,178,非家用纺织制成品制造
835611,森林股份,C,制造业,22,造纸和纸制品业,223,纸制品制造
835614,延庆环保,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
835616,毅宏游艇,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835618,欧美克,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
835620,海科股份,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
835621,中科国通,D,电力、热力、燃气及水生产和供应业,46,水的生产和供应业,462,污水处理及其再生利用
835622,ST永丰,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835623,泰维能源,R,文化、体育和娱乐业,88,体育,883,休闲健身活动
835624,新大禹,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
835626,华晋传媒,A,农、林、牧、渔业,1,农业,11,谷物种植
835627,前景云,C,制造业,27,医药制造业,271,化学药品原料药制造
835628,诺泰生物,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
835629,鸿鑫互联,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835630,安科兴业,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835631,机科股份,L,租赁和商务服务业,72,商务服务业,724,广告业
835632,吉隆通信,C,制造业,34,通用设备制造业,349,其他通用设备制造业
835633,华闽南配,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造
835634,爱度股份,C,制造业,42,废弃资源综合利用业,422,非金属废料和碎屑加工处理
835635,景典传媒,C,制造业,34,通用设备制造业,343,物料搬运设备制造
835636,爱侣健康,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
835637,贝斯兰德,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
835640,富瑞德,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
835641,新豪轴承,J,金融业,68,保险业,685,保险经纪与代理服务
835642,固润科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835645,创达环科,Q,卫生和社会工作,83,卫生,835,妇幼保健院（所、站）
835647,防护科技,C,制造业,22,造纸和纸制品业,222,造纸
835648,云上汽车,G,交通运输、仓储和邮政业,54,道路运输业,543,道路货物运输
835651,鼎川物联,F,批发和零售业,52,零售业,523,纺织、服装及日用品专门零售
835654,瑞朗医药,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
835655,加一健康,C,制造业,15,酒、饮料和精制茶制造业,151,酒的制造
835657,筑想科技,C,制造业,38,电气机械和器材制造业,387,照明器具制造
835659,正业生物,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
835662,亿友电器,A,农、林、牧、渔业,1,农业,11,谷物种植
835663,鸠申文化,L,租赁和商务服务业,72,商务服务业,724,广告业
835665,港龙股份,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835666,鸿志兴,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835667,艾的教育,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835669,无锡优拓,C,制造业,41,其他制造业,419,其他未列明制造业
835670,友润电子,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835672,奥迪康,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
835675,丰源环保,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业
835678,欢乐动漫,A,农、林、牧、渔业,1,农业,14,蔬菜、食用菌及园艺作物种植
835679,中航时尚,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,441,电力生产
835680,德美隆,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
835681,ST大民,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835682,南松医药,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835683,晨信光电,C,制造业,34,通用设备制造业,349,其他通用设备制造业
835684,华伟股份,C,制造业,27,医药制造业,273,中药饮片加工
835685,中鼎恒信,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
835688,培根文化,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835690,德宝装备,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835691,世纪福,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835692,百川科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835693,联动属具,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
835695,骏马科技,C,制造业,38,电气机械和器材制造业,384,电池制造
835697,林华医疗,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835698,富士达,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
835702,众信易诚,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835705,华志信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835707,大美股份,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835708,特西诺采,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835709,同益股份,C,制造业,38,电气机械和器材制造业,387,照明器具制造
835711,ST宾宝,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
835714,万源生态,H,住宿和餐饮业,61,住宿业,611,旅游饭店
835717,法塞特酒,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
835718,鸿宝科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835719,佳健医疗,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835721,明天种业,C,制造业,38,电气机械和器材制造业,387,照明器具制造
835723,灵狐科技,C,制造业,42,废弃资源综合利用业,421,金属废料和碎屑加工处理
835725,金禾水,C,制造业,17,纺织业,175,化纤织造及印染精加工
835726,天亿马,L,租赁和商务服务业,72,商务服务业,724,广告业
835727,凌之迅,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835728,尼的科技,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,443,热力生产和供应
835729,数字人,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835735,华高墨烯,C,制造业,17,纺织业,177,家用纺织制成品制造
835737,蓝色方略,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835738,三盛鑫,R,文化、体育和娱乐业,87,文化艺术业,879,其他文化艺术业
835742,日新科技,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835743,西部宝德,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835746,帝杰曼,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,441,电力生产
835748,安之畅,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
835749,华天兴邦,C,制造业,27,医药制造业,276,生物药品制造
835751,宝明堂,C,制造业,34,通用设备制造业,349,其他通用设备制造业
835753,麦科三维,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835754,平安环保,C,制造业,34,通用设备制造业,349,其他通用设备制造业
835755,信源信息,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835756,海森电子,L,租赁和商务服务业,72,商务服务业,724,广告业
835757,力王高科,C,制造业,32,有色金属冶炼和压延加工业,326,有色金属压延加工
835759,浩丰设计,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835760,厚能股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835762,航天常兴,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835763,聚能股份,C,制造业,21,家具制造业,219,其他家具制造
835764,国力通,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835765,睿易教育,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
835769,企汇网,C,制造业,40,仪器仪表制造业,409,其他仪器仪表制造业
835773,蓝能科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835775,英吉尔,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835776,成和天利,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
835778,山水酒店,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835779,新思创,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
835782,凌脉网络,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
835784,卡莱博尔,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
835785,豪恩智联,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835786,宝海微元,A,农、林、牧、渔业,4,渔业,41,水产养殖
835787,莱美科技,C,制造业,34,通用设备制造业,348,通用零部件制造
835788,信立传媒,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
835789,互联在线,C,制造业,27,医药制造业,271,化学药品原料药制造
835790,柏克莱,M,科学研究和技术服务业,74,专业技术服务业,744,测绘服务
835791,佰能蓝天,C,制造业,14,食品制造业,149,其他食品制造
835792,远梦家居,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
835793,传神语联,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
835795,浩林文化,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
835798,欣视景,P,教育,82,教育,829,技能培训、教育辅助及其他教育
835800,展鸿软通,K,房地产业,70,房地产业,702,物业管理
835801,兆信电力,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835803,埃柯赛,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835804,伊仕生物,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业
835805,华天成,M,科学研究和技术服务业,74,专业技术服务业,745,质检技术服务
835806,裕久装备,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
835808,西格玛,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
835811,创研股份,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
835812,弘易传媒,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
835813,盛金稀土,C,制造业,13,农副食品加工业,139,其他农副食品加工
835814,财人汇,E,建筑业,50,建筑装饰和其他建筑业,509,其他未列明建筑业
835816,ST微网信,A,农、林、牧、渔业,3,畜牧业,32,家禽饲养
835817,奕通信息,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
835818,浙江鼎帮,L,租赁和商务服务业,72,商务服务业,724,广告业
835819,迪生数娱,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
835820,上深股份,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
835821,瑞拓科技,G,交通运输、仓储和邮政业,58,装卸搬运和运输代理业,581,装卸搬运
835822,纵横科技,A,农、林、牧、渔业,3,畜牧业,31,牲畜饲养
835823,用尚科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835824,招金励福,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
835827,安明斯,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
835829,康利达,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835830,嘉岩供应,C,制造业,20,木材加工和木、竹、藤、棕、草制品业,203,木制品制造
835833,兴为通,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
835834,芝兰玉树,C,制造业,38,电气机械和器材制造业,387,照明器具制造
835835,鄱湖股份,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
835837,海力股份,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
835838,高立开元,C,制造业,41,其他制造业,411,日用杂品制造
835839,海力香料,C,制造业,13,农副食品加工业,131,谷物磨制
835841,地星测绘,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
835842,力邦营养,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造
835843,科力特,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835845,安可科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
835847,汇购科技,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
835848,中研瀚海,C,制造业,38,电气机械和器材制造业,387,照明器具制造
835849,万联生活,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835850,博大光通,C,制造业,14,食品制造业,145,罐头食品制造
835851,致达智能,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835852,安趣股份,C,制造业,27,医药制造业,276,生物药品制造
835853,华新检测,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
835854,达智咨询,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
835856,星成电子,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
835857,唯达技术,C,制造业,33,金属制品业,331,结构性金属制品制造
835859,盛迪科技,G,交通运输、仓储和邮政业,58,装卸搬运和运输代理业,582,运输代理业
835860,任森科技,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
835861,中恒信,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
835862,正方农牧,C,制造业,34,通用设备制造业,348,通用零部件制造
835863,ST图为媒,F,批发和零售业,52,零售业,522,食品、饮料及烟草制品专门零售
835865,联动通达,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835871,心日源,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
835872,晨晓科技,L,租赁和商务服务业,72,商务服务业,724,广告业
835875,国际物流,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造
835877,丝路林牧,C,制造业,27,医药制造业,273,中药饮片加工
835878,视美泰,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
835879,广东振华,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
835880,盛嘉伦,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
835881,聚晟科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835883,安旺门业,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
835886,天雄科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,653,信息技术咨询服务
835887,达伦股份,C,制造业,17,纺织业,171,棉纺织及印染精加工
835888,ST川马,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
835889,维恩木塑,C,制造业,24,文教、工美、体育和娱乐用品制造业,243,工艺美术品制造
835890,太阳城,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
835891,环丰食品,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
835892,圣安化工,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
835894,纳仕达,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业
835896,皿鎏软件,G,交通运输、仓储和邮政业,56,航空运输业,563,航空运输辅助活动
835897,汇晨股份,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
835898,金钻石油,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造
835899,友亿成,C,制造业,15,酒、饮料和精制茶制造业,152,饮料制造
835900,上海众幸,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
835901,凯欣股份,C,制造业,33,金属制品业,331,结构性金属制品制造
835902,资旗源,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
835903,伊普诺康,R,文化、体育和娱乐业,88,体育,883,休闲健身活动
