CODE,NAME,CLASS_1,TYPE_1,CLASS_2,TYPE_2,CLASS_3,TYPE_3
430002,中 科 软,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430003,北京时代,C,制造业,34,通用设备制造业,342,金属加工机械制造
430004,绿创设备,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430005,原子高科,C,制造业,27,医药制造业,272,化学药品制剂制造
430009,华环电子,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430010,ST现代,C,制造业,35,专用设备制造业,357,农、林、牧、渔专用机械制造
430011,指 南 针,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430014,恒业世纪,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430015,盖 特 佳,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430016,ST胜龙,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430017,星昊医药,C,制造业,27,医药制造业,272,化学药品制剂制造
430019,新松佳和,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430020,建工华创,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
430021,海鑫科金,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430022,五 岳 鑫,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430025,石晶光电,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
430027,北科光大,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430028,京鹏科技,E,建筑业,49,建筑安装业,499,其他建筑安装业
430029,金 泰 得,C,制造业,13,农副食品加工业,132,饲料加工
430031,林 克 曼,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430032,凯英信业,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430033,彩讯科技,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430034,大地股份,C,制造业,13,农副食品加工业,132,饲料加工
430037,联 飞 翔,C,制造业,25,石油加工、炼焦和核燃料加工业,251,精炼石油产品制造
430038,信维科技,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430041,中机非晶,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430042,科 瑞 讯,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430044,东宝亿通,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
430046,圣 博 润,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430047,诺思兰德,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430048,建设数字,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430051,九 恒 星,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430052,斯福泰克,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430053,国学时代,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430054,超毅网络,B,采矿业,9,有色金属矿采选业,92,贵金属矿采选
430055,达通数据,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430056,中航新材,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
430057,清畅电力,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430058,意诚信通,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430060,永邦科技,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430061,富机达能,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430062,中科国信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430064,金山顶尖,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430065,中 海 阳,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430066,南北天地,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430067,维信通,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430068,纬纶环保,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
430069,天助畅运,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430070,太一云,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430071,首都在线,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
430072,亿创科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430073,兆信股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
430074,德鑫物联,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
430075,中讯四方,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
430076,国基科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430077,道隆软件,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430078,君德同创,C,制造业,13,农副食品加工业,132,饲料加工
430079,北京安鹏,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430080,尚水股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430081,五八汽车,L,租赁和商务服务业,72,商务服务业,724,广告业
430082,博雅科技,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430083,ST中科,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430084,星和众工,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430085,新锐英诚,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430086,爱迪科森,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430088,七维航测,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
430089,天一众合,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430090,同辉信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430091,东方生态,C,制造业,35,专用设备制造业,357,农、林、牧、渔专用机械制造
430093,掌上通,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430094,确安科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430096,航天宏达,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
430097,赛德丽,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430098,大津股份,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
430099,理想固网,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430100,九尊能源,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
430102,科若思,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
430103,天大清源,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430104,全三维,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430105,合力思腾,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430106,爱特泰克,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430107,土星教育,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430108,精耕天下,C,制造业,26,化学原料和化学制品制造业,262,肥料制造
430109,中航讯,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430111,北京航峰,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
430112,弘祥隆,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430113,中交远洲,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430114,永瀚星港,Q,卫生和社会工作,83,卫生,839,其他卫生活动
430116,中矿华沃,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430117,航天理想,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430118,中钰医疗,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430119,鸿仪四方,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
430120,金润科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430122,中控智联,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430123,速原中天,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430124,汉唐自远,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430125,ST都市,J,金融业,68,保险业,685,保险经纪与代理服务
430126,马氏兄弟,O,居民服务、修理和其他服务业,81,其他服务业,811,清洁服务
430127,英雄互娱,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430130,卡联科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
430131,伟利讯,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430133,赛孚制药,C,制造业,27,医药制造业,275,兽用药品制造
430134,ST可来博,C,制造业,38,电气机械和器材制造业,387,照明器具制造
430135,三益能环,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430136,国顺投资,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430137,润天股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430138,国电武仪,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430139,华岭股份,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430140,新眼光,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430141,久日新材,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430142,锐新昌,C,制造业,33,金属制品业,331,结构性金属制品制造
430143,武大科技,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
430144,煦联得,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430145,智立医学,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430146,亚泰都会,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430147,中矿龙科,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
430148,科能腾达,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430149,江仪股份,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
430152,思银股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430153,中金网信,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430155,康辰亚奥,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430156,科曼股份,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
430157,腾龙电子,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430158,北方科诚,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430159,创世生态,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
430160,三泰晟驰,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430161,光谷信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430163,三众能源,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430164,大医股份,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430165,光宝联合,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
430166,一正启源,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430167,四利通,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430168,博维仕,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430169,融智通,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430170,金易通,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430171,电信易通,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430172,瑞达恩,C,制造业,39,计算机、通信和其他电子设备制造业,394,雷达及配套设备制造
430173,欧美城,F,批发和零售业,52,零售业,526,汽车、摩托车、燃料及零配件专门零售
430174,沃捷传媒,L,租赁和商务服务业,72,商务服务业,724,广告业
430175,科新生物,C,制造业,27,医药制造业,276,生物药品制造
430176,中教股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430177,点点客,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430178,白虹软件,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430179,宇昂科技,C,制造业,27,医药制造业,271,化学药品原料药制造
430180,东方瑞威,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
430182,全网数商,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430184,北方跃龙,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430185,普瑞物联,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430186,国承瑞泰,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430188,奥贝克,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
430189,摩点文娱,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430190,新瑞理想,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430191,波尔通信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430193,微传播,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430195,欧泰克,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430196,ST宣爱,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430197,津伦股份,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430198,微创光电,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造
430199,了望股份,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
430200,时代地智,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430201,腾实信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430203,兴和鹏,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
430204,石竹科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430205,亿房网,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430207,威明德,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
430208,优炫软件,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430209,康孚科技,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
430210,舜能润滑,C,制造业,25,石油加工、炼焦和核燃料加工业,251,精炼石油产品制造
430211,丰电科技,M,科学研究和技术服务业,73,研究和试验发展,732,工程和技术研究和试验发展
430212,六合伟业,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430213,乐升股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
430214,建中医疗,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
430215,必可测,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
430216,风格信息,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430217,掌众科技,L,租赁和商务服务业,72,商务服务业,724,广告业
430218,一鑫达,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430219,拓川股份,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430220,迈达科技,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430221,风帆科技,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430222,璟泓科技,C,制造业,27,医药制造业,276,生物药品制造
430223,亿童文教,R,文化、体育和娱乐业,85,新闻和出版业,852,出版业
430224,网动科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430225,伊禾农品,A,农、林、牧、渔业,1,农业,14,蔬菜、食用菌及园艺作物种植
430226,奥凯立,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430228,天房科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430229,绿岸网络,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430232,ST桦清,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430233,星原丰泰,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430234,翼捷股份,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
430235,ST典雅,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
430236,美兰股份,C,制造业,26,化学原料和化学制品制造业,263,农药制造
430238,大汉三通,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430239,普华科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430240,信诺达,L,租赁和商务服务业,72,商务服务业,724,广告业
430241,随视传媒,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造
430242,威林科技,M,科学研究和技术服务业,73,研究和试验发展,734,医学研究和试验发展
430244,蓝贝望,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430246,颂大教育,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
430247,奥特美克,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造
430248,时代星盟,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430249,金日创,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造
430250,奥尔斯,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430251,慧峰仁和,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430252,智网科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430253,光电高斯,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430254,联宇技术,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
430255,兴竹信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430256,中卉生态,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430257,中幼教育,C,制造业,34,通用设备制造业,343,物料搬运设备制造
430258,卓繁信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430260,成科机电,C,制造业,21,家具制造业,213,金属家具制造
430262,易同科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430263,布雷尔利,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,443,热力生产和供应
430264,神州云动,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,373,船舶及相关装置制造
430265,ST蓝天,C,制造业,34,通用设备制造业,342,金属加工机械制造
430266,中舟环保,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430267,国威机床,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430268,联动设计,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430269,盛世光明,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430271,恒信启华,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430272,新网程,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430273,瑞灵石油,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,641,互联网接入及相关服务
430274,世富环保,C,制造业,34,通用设备制造业,343,物料搬运设备制造
430276,永天科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430277,重钢机械,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
430279,晟矽微电,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430281,圣商教育,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
430282,华安股份,L,租赁和商务服务业,72,商务服务业,724,广告业
430283,能为科技,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
430284,优睿传媒,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
430285,景弘环境,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430286,科胜石油,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属铸造
430287,锐创信通,C,制造业,35,专用设备制造业,357,农、林、牧、渔专用机械制造
430288,东岩股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430289,环宇畜牧,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430290,威达宇电,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430292,华索科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430293,和隆优化,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
430296,威控科技,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430299,奉天电子,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430300,平安力合,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430301,天津宝恒,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造
430303,辰光医疗,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430304,倚天股份,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,862,电视
430305,量化科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430306,每日视界,M,科学研究和技术服务业,73,研究和试验发展,734,医学研究和试验发展
430307,维珍创意,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430309,永铭医学,L,租赁和商务服务业,72,商务服务业,724,广告业
430311,扬讯科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430312,易所试,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430314,达美盛,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
430315,伟力盛世,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430316,新橡科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430317,众联信息,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
430318,巨灵信息,R,文化、体育和娱乐业,85,新闻和出版业,852,出版业
430319,日升天信,M,科学研究和技术服务业,74,专业技术服务业,746,环境与生态监测
430320,四维传媒,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
430321,欧萨咨询,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
430322,江扬环境,L,租赁和商务服务业,72,商务服务业,724,广告业
430323,博德石油,C,制造业,27,医药制造业,272,化学药品制剂制造
430324,智合新天,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造
430325,天阶生物,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430326,上海致远,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430327,精英智通,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430328,希文科技,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430329,元工国际,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,653,信息技术咨询服务
430330,北京希电,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430331,百林通信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430332,捷世智通,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430333,中环系统,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430334,安华智能,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430335,普康迪,Q,卫生和社会工作,83,卫生,831,医院
430336,科洋科技,C,制造业,33,金属制品业,331,结构性金属制品制造
430337,华韩整形,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造
430338,皇冠幕墙,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430339,朗威视讯,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
430340,银音科技,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430341,ST中搜,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430342,伟钊科技,C,制造业,30,非金属矿物制品业,306,玻璃纤维和玻璃纤维增强塑料制品制造
430343,呈创科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
430344,天润康隆,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430345,优网科技,F,批发和零售业,52,零售业,525,医药及医疗器材专门零售
430346,鼎晖科技,L,租赁和商务服务业,72,商务服务业,724,广告业
430347,ST天呈,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430350,哇棒传媒,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
430351,地大信息,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430352,瑞斯福,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
430353,万德智新,C,制造业,27,医药制造业,276,生物药品制造
430355,爱科凯能,E,建筑业,49,建筑安装业,492,管道和设备安装
430356,慧网通达,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430358,百傲科技,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,864,电影和影视节目发行
430359,沃特能源,C,制造业,27,医药制造业,272,化学药品制剂制造
430360,雷腾软件,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430361,基美影业,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430362,同济医药,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430363,竹邦能源,C,制造业,38,电气机械和器材制造业,381,电机制造
430365,聚链集团,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造
430366,东电创新,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,864,电影和影视节目发行
430367,上海上电,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造
430368,赫宸能源,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
430369,金天地,C,制造业,27,医药制造业,274,中成药生产
430370,力码科,A,农、林、牧、渔业,1,农业,16,坚果、含油果、香料和饮料作物种植
430372,明波通信,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
430374,威门药业,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430375,谢裕大,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430376,泰达新材,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
430377,捷安高科,G,交通运输、仓储和邮政业,58,装卸搬运和运输代理业,582,运输代理业
430379,英富森,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
430380,星立方,M,科学研究和技术服务业,75,科技推广和应用服务业,751,技术推广服务
430381,东亚装饰,C,制造业,38,电气机械和器材制造业,381,电机制造
430382,海格物流,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430383,昂盛智能,A,农、林、牧、渔业,1,农业,14,蔬菜、食用菌及园艺作物种植
430385,成明节能,M,科学研究和技术服务业,74,专业技术服务业,746,环境与生态监测
430386,金政科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
430387,元亨光电,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430388,红豆杉,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造
